id_usuario,q1_energia_cognitiva,q2_tension_fisica,q3_rumiacion,q4_activacion_negativa,target_perfil_estres
U-2106,2,4,3,1,Fatiga_Fisica
U-2107,1,3,3,1,Fatiga_Fisica
U-2108,1,4,1,1,Fatiga_Fisica
U-2109,2,4,1,1,Fatiga_Fisica
U-2110,2,1,2,3,Fatiga_Fisica
U-2111,2,2,3,2,Fatiga_Fisica
U-2112,2,4,2,1,Fatiga_Fisica
U-2113,1,4,3,3,Fatiga_Fisica
U-2114,3,4,2,2,Fatiga_Fisica
U-2115,3,2,2,1,Fatiga_Fisica
U-2116,3,4,1,1,Fatiga_Fisica
U-2117,3,4,3,1,Hiperactividad_Ansiosa
U-2118,3,3,1,2,Fatiga_Fisica
U-2119,3,4,1,1,Fatiga_Fisica
U-2120,2,2,1,3,Fatiga_Fisica
U-2121,1,4,2,2,Fatiga_Fisica
U-2122,2,3,2,2,Fatiga_Fisica
U-2123,3,3,2,1,Fatiga_Fisica
U-2124,3,3,1,1,Fatiga_Fisica
U-2125,3,4,1,2,Fatiga_Fisica
U-2126,2,3,1,1,Fatiga_Fisica
U-2127,1,4,2,1,Fatiga_Fisica
U-2128,2,4,1,3,Fatiga_Fisica
U-2129,3,3,3,2,Fatiga_Fisica
U-2130,3,4,2,3,Fatiga_Fisica
U-2131,1,3,3,2,Fatiga_Fisica
U-2132,2,4,1,1,Fatiga_Fisica
U-2133,3,3,3,3,Fatiga_Fisica
U-2134,2,2,2,2,Fatiga_Fisica
U-2135,2,3,3,1,Fatiga_Fisica
U-2136,3,4,1,3,Fatiga_Fisica
U-2137,2,3,1,2,Fatiga_Fisica
U-2138,3,3,1,2,Fatiga_Fisica
U-2139,3,3,2,2,Burnout
U-2140,2,3,1,2,Fatiga_Fisica
U-2141,2,4,2,1,Fatiga_Fisica
U-2142,2,3,2,1,Fatiga_Fisica
U-2143,1,3,2,1,Fatiga_Fisica
U-2144,3,4,3,3,Fatiga_Fisica
U-2145,2,3,2,3,Fatiga_Fisica
U-2146,3,4,2,3,Fatiga_Fisica
U-2147,3,3,2,3,Fatiga_Fisica
U-2148,2,2,2,2,Fatiga_Fisica
U-2149,3,4,1,2,Fatiga_Fisica
U-2150,2,3,3,2,Fatiga_Fisica
U-2151,2,3,2,3,Fatiga_Fisica
U-2152,1,4,1,3,Fatiga_Fisica
U-2153,2,3,1,3,Fatiga_Fisica
U-2154,1,3,2,3,Fatiga_Fisica
U-2155,1,1,2,2,Fatiga_Fisica
U-2156,3,3,2,1,Fatiga_Fisica
U-2157,3,3,1,2,Fatiga_Fisica
U-2158,1,1,1,1,Fatiga_Fisica
U-2159,3,3,1,2,Fatiga_Fisica
U-2160,2,4,2,1,Fatiga_Fisica
U-2161,2,4,2,2,Fatiga_Fisica
U-2162,1,2,2,1,Fatiga_Fisica
U-2163,1,3,1,2,Hiperactividad_Ansiosa
U-2164,2,3,1,3,Fatiga_Fisica
U-2165,1,4,1,1,Fatiga_Fisica
U-2166,1,4,1,1,Fatiga_Fisica
U-2167,1,4,2,1,Fatiga_Fisica
U-2168,1,4,2,2,Fatiga_Fisica
U-2169,1,3,1,2,Fatiga_Fisica
U-2170,2,3,3,1,Fatiga_Fisica
U-2171,3,4,1,2,Fatiga_Fisica
U-2172,1,3,2,1,Fatiga_Fisica
U-2173,1,1,2,2,Fatiga_Fisica
U-2174,1,1,3,2,Fatiga_Fisica
U-2175,2,4,3,2,Fatiga_Fisica
U-2176,2,2,2,2,Fatiga_Fisica
U-2177,2,3,1,1,Fatiga_Fisica
U-2178,2,4,2,2,Fatiga_Fisica
U-2179,2,3,3,2,Fatiga_Fisica
U-2180,1,1,1,1,Hiperactividad_Ansiosa
U-2181,3,3,2,2,Fatiga_Fisica
U-2182,1,2,2,3,Hiperactividad_Ansiosa
U-2183,2,3,1,1,Fatiga_Fisica
U-2184,3,4,3,1,Fatiga_Fisica
U-2185,2,4,3,1,Fatiga_Fisica
U-2186,2,4,2,1,Hiperactividad_Ansiosa
U-2187,1,4,1,2,Fatiga_Fisica
U-2188,2,3,1,1,Fatiga_Fisica
U-2189,3,4,2,2,Fatiga_Fisica
U-2190,2,4,1,2,Fatiga_Fisica
U-2191,1,3,3,2,Fatiga_Fisica
U-2192,2,4,1,1,Fatiga_Fisica
U-2193,2,3,3,2,Fatiga_Fisica
U-2194,2,3,2,2,Fatiga_Fisica
U-2195,1,4,3,2,Fatiga_Fisica
U-2196,1,3,1,3,Fatiga_Fisica
U-2197,2,4,3,1,Fatiga_Fisica
U-2198,1,3,2,2,Fatiga_Fisica
U-2199,3,4,3,2,Fatiga_Fisica
U-2200,3,3,2,2,Fatiga_Fisica
U-2201,3,4,2,3,Fatiga_Fisica
U-2202,3,3,3,2,Fatiga_Fisica
U-2203,2,3,3,1,Fatiga_Fisica
U-2204,3,4,1,1,Fatiga_Fisica
U-2205,1,2,1,3,Fatiga_Fisica
U-2206,3,3,1,3,Fatiga_Fisica
U-2207,1,3,3,2,Hiperactividad_Ansiosa
U-2208,3,3,2,2,Fatiga_Fisica
U-2209,2,3,2,2,Fatiga_Fisica
U-2210,1,3,1,1,Hiperactividad_Ansiosa
U-2211,3,3,2,1,Fatiga_Fisica
U-2212,2,4,2,1,Hiperactividad_Ansiosa
U-2213,2,2,1,1,Fatiga_Fisica
U-2214,2,2,2,1,Fatiga_Fisica
U-2215,1,3,2,2,Fatiga_Fisica
U-2216,2,3,2,1,Fatiga_Fisica
U-2217,1,3,2,3,Fatiga_Fisica
U-2218,1,2,2,1,Fatiga_Fisica
U-2219,1,3,2,2,Fatiga_Fisica
U-2220,2,3,2,2,Fatiga_Fisica
U-2221,2,3,1,3,Fatiga_Fisica
U-2222,2,4,3,1,Fatiga_Fisica
U-2223,3,3,1,2,Fatiga_Fisica
U-2224,2,4,2,2,Fatiga_Fisica
U-2225,2,4,1,1,Fatiga_Fisica
U-2226,2,3,1,3,Fatiga_Fisica
U-2227,1,2,1,2,Fatiga_Fisica
U-2228,2,4,2,2,Fatiga_Fisica
U-2229,1,3,2,2,Fatiga_Fisica
U-2230,1,3,1,2,Fatiga_Fisica
U-2231,1,3,2,1,Fatiga_Fisica
U-2232,1,2,2,2,Fatiga_Fisica
U-2233,2,4,1,3,Fatiga_Fisica
U-2234,1,2,2,2,Burnout
U-2235,3,3,3,1,Fatiga_Fisica
U-2236,1,4,2,2,Fatiga_Fisica
U-2237,3,3,3,2,Fatiga_Fisica
U-2238,2,3,2,2,Fatiga_Fisica
U-2239,2,3,2,3,Fatiga_Fisica
U-2240,1,3,2,3,Fatiga_Fisica
U-2241,2,4,3,2,Fatiga_Fisica
U-2242,3,3,2,2,Fatiga_Fisica
U-2243,1,3,2,3,Fatiga_Fisica
U-2244,1,3,3,3,Fatiga_Fisica
U-2245,3,3,1,1,Fatiga_Fisica
U-2246,1,4,1,2,Fatiga_Fisica
U-2247,2,4,3,2,Fatiga_Fisica
U-2248,2,3,1,2,Fatiga_Fisica
U-2249,2,3,1,2,Fatiga_Fisica
U-2250,3,4,2,2,Fatiga_Fisica
U-2251,2,3,1,1,Fatiga_Fisica
U-2252,2,3,1,3,Fatiga_Fisica
U-2253,3,3,3,2,Fatiga_Fisica
U-2254,3,3,2,1,Fatiga_Fisica
U-2255,1,2,3,3,Fatiga_Fisica
U-2256,1,3,1,3,Fatiga_Fisica
U-2257,1,4,2,1,Fatiga_Fisica
U-2258,1,3,1,2,Fatiga_Fisica
U-2259,2,4,1,2,Fatiga_Fisica
U-2260,3,4,1,2,Fatiga_Fisica
U-2261,2,4,1,2,Hiperactividad_Ansiosa
U-2262,1,3,1,1,Fatiga_Fisica
U-2263,1,3,2,2,Fatiga_Fisica
U-2264,1,2,2,2,Fatiga_Fisica
U-2265,2,3,2,1,Fatiga_Fisica
U-2266,2,3,2,2,Fatiga_Fisica
U-2267,2,3,2,2,Fatiga_Fisica
U-2268,2,3,2,2,Fatiga_Fisica
U-2269,1,3,2,1,Fatiga_Fisica
U-2270,2,3,3,2,Fatiga_Fisica
U-2271,2,4,3,1,Fatiga_Fisica
U-2272,2,4,2,1,Fatiga_Fisica
U-2273,2,4,3,3,Fatiga_Fisica
U-2274,1,4,1,2,Burnout
U-2275,2,3,1,1,Fatiga_Fisica
U-2276,1,3,1,1,Fatiga_Fisica
U-2277,2,4,3,3,Fatiga_Fisica
U-2278,2,3,1,1,Fatiga_Fisica
U-2279,1,4,1,3,Fatiga_Fisica
U-2280,2,3,1,2,Fatiga_Fisica
U-2281,1,2,1,3,Fatiga_Fisica
U-2282,2,2,2,3,Fatiga_Fisica
U-2283,2,4,2,2,Fatiga_Fisica
U-2284,1,3,1,3,Fatiga_Fisica
U-2285,2,3,3,2,Fatiga_Fisica
U-2286,2,3,2,3,Fatiga_Fisica
U-2287,2,3,3,1,Fatiga_Fisica
U-2288,1,2,3,3,Fatiga_Fisica
U-2289,2,3,1,2,Fatiga_Fisica
U-2290,2,4,2,2,Fatiga_Fisica
U-2291,2,3,1,3,Fatiga_Fisica
U-2292,2,4,2,1,Fatiga_Fisica
U-2293,1,2,2,1,Fatiga_Fisica
U-2294,3,4,3,1,Fatiga_Fisica
U-2295,2,1,3,3,Fatiga_Fisica
U-2296,1,4,1,3,Fatiga_Fisica
U-2297,1,1,1,2,Hiperactividad_Ansiosa
U-2298,1,3,2,1,Fatiga_Fisica
U-2299,2,4,3,2,Fatiga_Fisica
U-2300,2,4,2,3,Fatiga_Fisica
U-2301,1,4,2,2,Fatiga_Fisica
U-2302,1,3,1,1,Burnout
U-2303,3,2,2,2,Fatiga_Fisica
U-2304,2,3,3,1,Fatiga_Fisica
U-2305,1,3,1,2,Burnout
U-2306,2,2,2,3,Burnout
U-2307,3,4,1,2,Fatiga_Fisica
U-2308,1,4,2,2,Fatiga_Fisica
U-2309,2,4,3,1,Fatiga_Fisica
U-2310,1,4,2,3,Fatiga_Fisica
U-2311,2,4,1,3,Fatiga_Fisica
U-2312,1,4,2,1,Hiperactividad_Ansiosa
U-2313,2,3,2,1,Fatiga_Fisica
U-2314,3,4,3,3,Hiperactividad_Ansiosa
U-2315,3,2,2,1,Fatiga_Fisica
U-2316,1,4,2,3,Fatiga_Fisica
U-2317,3,3,2,1,Fatiga_Fisica
U-2318,2,2,1,3,Hiperactividad_Ansiosa
U-2319,2,2,3,3,Hiperactividad_Ansiosa
U-2320,1,2,1,3,Fatiga_Fisica
U-2321,3,3,2,1,Fatiga_Fisica
U-2322,1,3,3,2,Fatiga_Fisica
U-2323,1,3,3,1,Fatiga_Fisica
U-2324,2,4,1,1,Fatiga_Fisica
U-2325,2,4,1,2,Fatiga_Fisica
U-2326,3,4,2,3,Fatiga_Fisica
U-2327,1,4,2,3,Fatiga_Fisica
U-2328,1,3,1,1,Fatiga_Fisica
U-2329,2,2,1,2,Fatiga_Fisica
U-2330,2,4,2,2,Fatiga_Fisica
U-2331,2,4,2,2,Fatiga_Fisica
U-2332,2,1,1,1,Fatiga_Fisica
U-2333,3,4,2,3,Burnout
U-2334,2,4,2,3,Fatiga_Fisica
U-2335,2,4,3,3,Fatiga_Fisica
U-2336,1,3,1,3,Fatiga_Fisica
U-2337,1,3,2,1,Fatiga_Fisica
U-2338,1,1,2,1,Fatiga_Fisica
U-2339,1,4,3,1,Fatiga_Fisica
U-2340,3,4,1,2,Fatiga_Fisica
U-2341,3,2,3,2,Hiperactividad_Ansiosa
U-2342,2,4,1,1,Fatiga_Fisica
U-2343,2,3,3,3,Fatiga_Fisica
U-2344,1,3,2,2,Fatiga_Fisica
U-2345,1,3,3,1,Fatiga_Fisica
U-2346,1,4,2,2,Fatiga_Fisica
U-2347,3,3,3,2,Fatiga_Fisica
U-2348,3,4,2,1,Fatiga_Fisica
U-2349,3,3,2,1,Fatiga_Fisica
U-2350,3,3,2,2,Fatiga_Fisica
U-2351,1,3,3,1,Fatiga_Fisica
U-2352,1,4,2,2,Fatiga_Fisica
U-2353,1,2,3,1,Fatiga_Fisica
U-2354,1,4,3,3,Burnout
U-2355,1,4,3,1,Fatiga_Fisica
U-2356,1,3,3,2,Fatiga_Fisica
U-2357,2,4,2,1,Fatiga_Fisica
U-2358,2,3,1,3,Fatiga_Fisica
U-2359,1,2,1,1,Fatiga_Fisica
U-2360,2,4,2,1,Fatiga_Fisica
U-2361,2,4,3,2,Fatiga_Fisica
U-2362,2,3,2,3,Fatiga_Fisica
U-2363,3,4,2,2,Fatiga_Fisica
U-2364,3,1,1,2,Hiperactividad_Ansiosa
U-2365,2,3,3,3,Fatiga_Fisica
U-2366,3,3,2,1,Fatiga_Fisica
U-2367,3,4,2,2,Hiperactividad_Ansiosa
U-2368,1,3,2,1,Burnout
U-2369,2,4,2,3,Fatiga_Fisica
U-2370,3,4,3,2,Fatiga_Fisica
U-2371,2,1,1,1,Fatiga_Fisica
U-2372,3,3,3,2,Hiperactividad_Ansiosa
U-2373,2,3,1,2,Fatiga_Fisica
U-2374,1,3,3,3,Fatiga_Fisica
U-2375,2,4,3,2,Fatiga_Fisica
U-2376,1,3,3,1,Fatiga_Fisica
U-2377,1,4,1,1,Fatiga_Fisica
U-2378,3,1,3,2,Fatiga_Fisica
U-2379,3,4,1,1,Fatiga_Fisica
U-2380,2,2,3,2,Fatiga_Fisica
U-2381,2,4,2,1,Fatiga_Fisica
U-2382,3,3,2,3,Fatiga_Fisica
U-2383,2,3,2,3,Fatiga_Fisica
U-2384,3,3,2,1,Fatiga_Fisica
U-2385,2,3,2,1,Fatiga_Fisica
U-2386,2,4,2,3,Fatiga_Fisica
U-2387,1,4,1,1,Burnout
U-2388,2,2,1,3,Fatiga_Fisica
U-2389,2,4,1,1,Fatiga_Fisica
U-2390,2,4,3,1,Fatiga_Fisica
U-2391,2,3,1,2,Fatiga_Fisica
U-2392,3,4,2,2,Fatiga_Fisica
U-2393,1,3,1,3,Fatiga_Fisica
U-2394,2,3,1,1,Fatiga_Fisica
U-2395,2,3,3,1,Fatiga_Fisica
U-2396,1,3,3,3,Fatiga_Fisica
U-2397,2,3,1,3,Fatiga_Fisica
U-2398,3,3,2,1,Fatiga_Fisica
U-2399,1,2,3,2,Fatiga_Fisica
U-2400,1,4,1,3,Fatiga_Fisica
U-2401,3,4,3,2,Burnout
U-2402,2,4,1,3,Fatiga_Fisica
U-2403,2,3,1,1,Fatiga_Fisica
U-2404,2,3,3,2,Fatiga_Fisica
U-2405,3,3,2,2,Fatiga_Fisica
U-2406,1,4,2,3,Fatiga_Fisica
U-2407,2,3,2,1,Fatiga_Fisica
U-2408,3,3,2,3,Hiperactividad_Ansiosa
U-2409,2,3,1,2,Burnout
U-2410,3,3,3,2,Fatiga_Fisica
U-2411,1,4,2,1,Fatiga_Fisica
U-2412,2,4,1,2,Fatiga_Fisica
U-2413,2,4,3,2,Fatiga_Fisica
U-2414,3,2,2,1,Fatiga_Fisica
U-2415,2,4,3,2,Fatiga_Fisica
U-2416,3,3,2,1,Fatiga_Fisica
U-2417,1,2,3,1,Fatiga_Fisica
U-2418,2,3,1,2,Fatiga_Fisica
U-2419,2,4,3,2,Fatiga_Fisica
U-2420,1,3,1,1,Fatiga_Fisica
U-2421,2,2,1,1,Fatiga_Fisica
U-2422,2,2,2,2,Fatiga_Fisica
U-2423,3,3,3,2,Fatiga_Fisica
U-2424,3,3,2,1,Fatiga_Fisica
U-2425,3,3,2,2,Fatiga_Fisica
U-2426,3,2,1,3,Fatiga_Fisica
U-2427,2,4,1,1,Fatiga_Fisica
U-2428,3,3,2,2,Fatiga_Fisica
U-2429,1,2,3,3,Fatiga_Fisica
U-2430,3,3,1,2,Burnout
U-2431,1,3,1,1,Fatiga_Fisica
U-2432,1,4,1,2,Fatiga_Fisica
U-2433,1,4,2,2,Fatiga_Fisica
U-2434,1,4,1,3,Fatiga_Fisica
U-2435,2,4,2,1,Fatiga_Fisica
U-2436,2,2,2,2,Fatiga_Fisica
U-2437,3,3,1,2,Fatiga_Fisica
U-2438,1,3,2,1,Fatiga_Fisica
U-2439,2,3,1,3,Fatiga_Fisica
U-2440,2,3,3,1,Fatiga_Fisica
U-2441,2,4,2,2,Fatiga_Fisica
U-2442,1,1,2,3,Fatiga_Fisica
U-2443,1,4,1,1,Fatiga_Fisica
U-2444,2,4,2,3,Fatiga_Fisica
U-2445,1,2,2,2,Fatiga_Fisica
U-2446,2,3,1,2,Fatiga_Fisica
U-2447,2,4,3,3,Fatiga_Fisica
U-2448,2,2,1,3,Fatiga_Fisica
U-2449,1,3,3,3,Fatiga_Fisica
U-2450,2,4,2,2,Fatiga_Fisica
U-2451,1,2,2,1,Fatiga_Fisica
U-2452,1,4,1,2,Fatiga_Fisica
U-2453,2,3,2,1,Fatiga_Fisica
U-2454,3,4,1,2,Fatiga_Fisica
U-2455,1,4,1,2,Hiperactividad_Ansiosa
U-2456,1,4,2,2,Fatiga_Fisica
U-2457,3,1,2,1,Fatiga_Fisica
U-2458,2,3,3,3,Burnout
U-2459,2,3,3,3,Hiperactividad_Ansiosa
U-2460,2,4,1,1,Fatiga_Fisica
U-2461,2,3,3,1,Fatiga_Fisica
U-2462,2,4,2,1,Fatiga_Fisica
U-2463,3,3,1,1,Fatiga_Fisica
U-2464,1,3,2,3,Fatiga_Fisica
U-2465,3,4,1,2,Fatiga_Fisica
U-2466,3,2,1,3,Fatiga_Fisica
U-2467,2,3,1,2,Fatiga_Fisica
U-2468,2,1,1,1,Fatiga_Fisica
U-2469,2,4,3,1,Fatiga_Fisica
U-2470,2,4,2,1,Fatiga_Fisica
U-2471,1,4,2,1,Fatiga_Fisica
U-2472,3,3,1,2,Fatiga_Fisica
U-2473,2,4,3,2,Fatiga_Fisica
U-2474,3,4,2,2,Fatiga_Fisica
U-2475,3,2,2,3,Fatiga_Fisica
U-2476,2,2,1,1,Fatiga_Fisica
U-2477,1,2,3,1,Fatiga_Fisica
U-2478,1,3,1,1,Fatiga_Fisica
U-2479,1,3,1,2,Fatiga_Fisica
U-2480,2,4,1,2,Hiperactividad_Ansiosa
U-2481,1,4,2,3,Fatiga_Fisica
U-2482,1,4,2,3,Fatiga_Fisica
U-2483,3,2,3,2,Fatiga_Fisica
U-2484,3,4,2,2,Burnout
U-2485,1,2,1,3,Fatiga_Fisica
U-2486,2,2,2,2,Fatiga_Fisica
U-2487,2,4,2,3,Fatiga_Fisica
U-2488,3,2,2,2,Burnout
U-2489,2,3,1,3,Fatiga_Fisica
U-2490,2,3,1,2,Fatiga_Fisica
U-2491,1,3,2,1,Fatiga_Fisica
U-2492,3,3,1,1,Fatiga_Fisica
U-2493,2,3,1,3,Fatiga_Fisica
U-2494,2,4,2,2,Fatiga_Fisica
U-2495,2,4,2,3,Fatiga_Fisica
U-2496,2,4,1,2,Fatiga_Fisica
U-2497,2,3,2,1,Fatiga_Fisica
U-2498,2,4,2,3,Fatiga_Fisica
U-2499,3,2,3,3,Fatiga_Fisica
U-2500,2,3,2,3,Fatiga_Fisica
U-2501,3,3,2,1,Fatiga_Fisica
U-2502,1,3,2,1,Fatiga_Fisica
U-2503,2,3,2,2,Fatiga_Fisica
U-2504,3,2,3,3,Hiperactividad_Ansiosa
U-2505,3,4,3,3,Fatiga_Fisica
U-2506,2,3,2,2,Fatiga_Fisica
U-2507,2,3,2,2,Fatiga_Fisica
U-2508,2,3,2,1,Fatiga_Fisica
U-2509,2,3,2,2,Fatiga_Fisica
U-2510,2,3,3,3,Fatiga_Fisica
U-2511,1,3,1,3,Fatiga_Fisica
U-2512,2,1,1,3,Fatiga_Fisica
U-2513,1,4,2,2,Fatiga_Fisica
U-2514,1,4,3,2,Burnout
U-2515,3,3,3,3,Burnout
U-2516,2,2,2,1,Fatiga_Fisica
U-2517,2,2,2,1,Fatiga_Fisica
U-2518,2,3,2,1,Fatiga_Fisica
U-2519,1,1,2,2,Fatiga_Fisica
U-2520,2,3,1,2,Fatiga_Fisica
U-2521,2,3,2,1,Fatiga_Fisica
U-2522,3,4,3,3,Burnout
U-2523,1,4,1,3,Fatiga_Fisica
U-2524,3,2,2,1,Burnout
U-2525,2,4,1,3,Fatiga_Fisica
U-2526,3,3,1,3,Fatiga_Fisica
U-2527,1,2,2,1,Fatiga_Fisica
U-2528,3,3,2,2,Fatiga_Fisica
U-2529,1,3,3,2,Fatiga_Fisica
U-2530,2,2,2,1,Fatiga_Fisica
U-2531,1,4,2,1,Hiperactividad_Ansiosa
U-2532,1,3,1,2,Fatiga_Fisica
U-2533,2,4,2,1,Fatiga_Fisica
U-2534,1,2,2,3,Fatiga_Fisica
U-2535,2,3,3,2,Fatiga_Fisica
U-2536,3,4,2,2,Fatiga_Fisica
U-2537,1,4,1,1,Fatiga_Fisica
U-2538,3,3,2,2,Fatiga_Fisica
U-2539,2,4,2,2,Fatiga_Fisica
U-2540,1,3,1,3,Fatiga_Fisica
U-2541,2,4,3,1,Fatiga_Fisica
U-2542,1,4,1,1,Fatiga_Fisica
U-2543,1,3,3,2,Fatiga_Fisica
U-2544,2,2,1,2,Fatiga_Fisica
U-2545,2,2,3,1,Burnout
U-2546,2,4,2,2,Fatiga_Fisica
U-2547,2,3,3,3,Fatiga_Fisica
U-2548,3,4,3,3,Fatiga_Fisica
U-2549,3,3,2,2,Burnout
U-2550,2,3,2,3,Fatiga_Fisica
U-2551,1,2,2,2,Burnout
U-2552,2,1,2,1,Fatiga_Fisica
U-2553,2,3,2,2,Fatiga_Fisica
U-2554,3,3,2,1,Fatiga_Fisica
U-2555,2,3,2,2,Fatiga_Fisica
U-2556,2,3,2,3,Fatiga_Fisica
U-2557,2,2,3,1,Fatiga_Fisica
U-2558,2,3,1,2,Fatiga_Fisica
U-2559,1,1,3,2,Fatiga_Fisica
U-2560,2,4,2,1,Fatiga_Fisica
U-2561,2,4,2,2,Fatiga_Fisica
U-2562,2,3,1,2,Fatiga_Fisica
U-2563,2,3,1,2,Fatiga_Fisica
U-2564,2,4,3,1,Fatiga_Fisica
U-2565,3,3,1,1,Fatiga_Fisica
U-2566,2,3,3,2,Fatiga_Fisica
U-2567,1,3,2,2,Fatiga_Fisica
U-2568,2,4,2,1,Fatiga_Fisica
U-2569,2,3,2,3,Fatiga_Fisica
U-2570,2,4,2,2,Fatiga_Fisica
U-2571,1,3,1,1,Fatiga_Fisica
U-2572,3,4,1,3,Fatiga_Fisica
U-2573,1,2,3,1,Fatiga_Fisica
U-2574,1,3,2,1,Fatiga_Fisica
U-2575,3,3,1,1,Fatiga_Fisica
U-2576,2,4,3,1,Fatiga_Fisica
U-2577,1,1,2,3,Fatiga_Fisica
U-2578,3,3,3,1,Fatiga_Fisica
U-2579,2,3,3,2,Fatiga_Fisica
U-2580,2,4,3,1,Fatiga_Fisica
U-2581,2,3,3,2,Burnout
U-2582,2,4,3,2,Fatiga_Fisica
U-2583,2,3,3,2,Fatiga_Fisica
U-2584,1,4,2,3,Fatiga_Fisica
U-2585,2,4,2,2,Fatiga_Fisica
U-2586,3,3,2,1,Fatiga_Fisica
U-2587,1,4,3,1,Fatiga_Fisica
U-2588,1,2,2,2,Fatiga_Fisica
U-2589,1,3,2,3,Fatiga_Fisica
U-2590,1,3,1,1,Fatiga_Fisica
U-2591,2,3,2,2,Fatiga_Fisica
U-2592,2,3,2,2,Fatiga_Fisica
U-2593,3,4,3,2,Fatiga_Fisica
U-2594,2,3,2,2,Fatiga_Fisica
U-2595,3,4,3,1,Fatiga_Fisica
U-2596,1,4,2,3,Fatiga_Fisica
U-2597,3,2,2,3,Fatiga_Fisica
U-2598,2,2,2,3,Fatiga_Fisica
U-2599,2,3,2,1,Fatiga_Fisica
U-2600,2,4,2,1,Fatiga_Fisica
U-2601,2,3,3,2,Fatiga_Fisica
U-2602,1,3,1,1,Hiperactividad_Ansiosa
U-2603,2,4,1,1,Burnout
U-2604,2,4,2,1,Fatiga_Fisica
U-2605,2,4,1,2,Fatiga_Fisica
U-2606,3,1,1,1,Fatiga_Fisica
U-2607,1,3,1,1,Fatiga_Fisica
U-2608,3,2,2,2,Fatiga_Fisica
U-2609,1,3,3,3,Fatiga_Fisica
U-2610,1,4,1,1,Fatiga_Fisica
U-2611,2,3,1,2,Fatiga_Fisica
U-2612,1,4,2,3,Fatiga_Fisica
U-2613,1,4,2,3,Fatiga_Fisica
U-2614,2,3,1,1,Fatiga_Fisica
U-2615,2,4,2,1,Fatiga_Fisica
U-2616,1,4,3,2,Fatiga_Fisica
U-2617,2,4,1,2,Fatiga_Fisica
U-2618,1,2,1,1,Fatiga_Fisica
U-2619,3,4,2,2,Fatiga_Fisica
U-2620,2,4,2,3,Fatiga_Fisica
U-2621,1,3,3,3,Fatiga_Fisica
U-2622,3,1,1,3,Fatiga_Fisica
U-2623,1,3,3,1,Fatiga_Fisica
U-2624,3,4,3,2,Fatiga_Fisica
U-2625,2,3,1,3,Fatiga_Fisica
U-2626,2,2,1,1,Fatiga_Fisica
U-2627,1,4,3,2,Fatiga_Fisica
U-2628,2,3,2,1,Fatiga_Fisica
U-2629,2,2,1,3,Burnout
U-2630,2,4,1,1,Fatiga_Fisica
U-2631,1,3,1,3,Fatiga_Fisica
U-2632,2,4,2,3,Fatiga_Fisica
U-2633,1,3,2,1,Fatiga_Fisica
U-2634,1,3,2,2,Fatiga_Fisica
U-2635,2,2,3,1,Fatiga_Fisica
U-2636,2,4,2,1,Fatiga_Fisica
U-2637,2,4,1,1,Fatiga_Fisica
U-2638,2,4,2,3,Fatiga_Fisica
U-2639,1,4,2,3,Fatiga_Fisica
U-2640,2,2,2,2,Fatiga_Fisica
U-2641,1,3,1,1,Fatiga_Fisica
U-2642,2,3,3,1,Fatiga_Fisica
U-2643,1,4,1,1,Fatiga_Fisica
U-2644,1,3,2,2,Fatiga_Fisica
U-2645,2,3,2,1,Fatiga_Fisica
U-2646,2,2,3,2,Fatiga_Fisica
U-2647,1,4,1,3,Fatiga_Fisica
U-2648,2,4,1,1,Hiperactividad_Ansiosa
U-2649,3,3,2,3,Fatiga_Fisica
U-2650,3,3,1,2,Fatiga_Fisica
U-2651,2,3,1,1,Fatiga_Fisica
U-2652,3,3,2,1,Fatiga_Fisica
U-2653,2,3,1,1,Fatiga_Fisica
U-2654,2,2,2,3,Fatiga_Fisica
U-2655,2,1,1,1,Fatiga_Fisica
U-2656,1,3,3,1,Fatiga_Fisica
U-2657,1,3,2,1,Fatiga_Fisica
U-2658,1,4,3,1,Fatiga_Fisica
U-2659,2,2,2,1,Fatiga_Fisica
U-2660,2,3,3,2,Fatiga_Fisica
U-2661,2,3,1,2,Fatiga_Fisica
U-2662,3,4,2,1,Fatiga_Fisica
U-2663,3,4,3,2,Fatiga_Fisica
U-2664,1,3,1,3,Fatiga_Fisica
U-2665,3,3,2,1,Fatiga_Fisica
U-2666,2,4,1,2,Fatiga_Fisica
U-2667,1,1,2,2,Burnout
U-2668,1,4,3,3,Fatiga_Fisica
U-2669,1,3,3,1,Fatiga_Fisica
U-2670,2,3,3,1,Fatiga_Fisica
U-2671,3,3,2,3,Fatiga_Fisica
U-2672,1,3,2,3,Fatiga_Fisica
U-2673,1,3,2,1,Fatiga_Fisica
U-2674,1,3,1,1,Fatiga_Fisica
U-2675,1,4,3,2,Fatiga_Fisica
U-2676,3,4,2,1,Fatiga_Fisica
U-2677,1,3,3,2,Hiperactividad_Ansiosa
U-2678,1,3,3,3,Fatiga_Fisica
U-2679,3,4,2,2,Fatiga_Fisica
U-2680,3,4,2,3,Hiperactividad_Ansiosa
U-2681,2,4,2,2,Fatiga_Fisica
U-2682,2,2,1,3,Fatiga_Fisica
U-2683,2,3,3,3,Fatiga_Fisica
U-2684,3,4,3,3,Fatiga_Fisica
U-2685,2,3,3,2,Burnout
U-2686,2,3,2,2,Fatiga_Fisica
U-2687,1,1,2,2,Fatiga_Fisica
U-2688,3,2,1,2,Fatiga_Fisica
